objectid1,globalid,capacity,electric_bike_surcharge_waiver,external_id,has_kiosk,is_renting,is_returning,join_station_id,last_reported,lat,legacy_id,lon,name,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,OBJECTID,region_id,rental_methods,short_name,station_id,station_type,x,y
44686,{C060A380-9715-09D3-13F6-03ABE04DA2C8},19,False,9e9be067-c6bb-41de-9491-eda69d24d6de,True,1.0,1.0,9e9be067-c6bb-41de-9491-eda69d24d6de,1695302240000,42.3807881729143,371,-71.154128909111,700 Huron Ave,13.0,1.0,5.0,0.0,0.0,56.0,8,"['CREDITCARD', 'KEY']",M32060,9e9be067-c6bb-41de-9491-eda69d24d6de,classic,-71.15412890934357,42.38078817281065
44687,{533B4707-8898-3909-1D86-435F6CCCF7A6},19,False,a9d13461-7f0f-47b0-9a97-8ec9e9792865,True,1.0,1.0,a9d13461-7f0f-47b0-9a97-8ec9e9792865,1695302341000,42.389456,533,-71.139019,Danehy Park at New Street,12.0,0.0,7.0,0.0,0.0,71.0,8,"['CREDITCARD', 'KEY']",M32075,a9d13461-7f0f-47b0-9a97-8ec9e9792865,classic,-71.1390190003983,42.389455999818054
44688,{E039BBEA-28BC-8786-6D5F-A951CE5B3AA8},27,False,f83493c0-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f83493c0-0de8-11e7-991c-3863bb43a7d0,1695302703000,42.3581,67,-71.093198,MIT at Mass Ave / Amherst St,25.0,2.0,0.0,0.0,0.0,1.0,8,"['CREDITCARD', 'KEY']",M32006,f83493c0-0de8-11e7-991c-3863bb43a7d0,classic,-71.093197999432,42.35810000024247
44689,{92ACCD64-24A2-116C-A089-660864EADAD7},19,False,7560f0e3-267b-4fb3-bbfa-6e02010cfcb7,True,1.0,1.0,7560f0e3-267b-4fb3-bbfa-6e02010cfcb7,1695302800000,42.3711972775941,225,-71.0975986719131,Cambridge Dept. of Public Works -147 Hampshire St.,0.0,1.0,18.0,0.0,0.0,48.0,8,"['CREDITCARD', 'KEY']",M32052,7560f0e3-267b-4fb3-bbfa-6e02010cfcb7,classic,-71.09759867245941,42.37119727814591
44690,{314C1236-D938-1EF7-80DF-6CFFF1783AD8},23,False,abefafdc-c772-4671-86fe-fc15a42adebb,True,1.0,1.0,abefafdc-c772-4671-86fe-fc15a42adebb,1695302995000,42.3952218703107,592,-71.1442190409798,87-101 Cambridgepark Drive,3.0,1.0,19.0,0.0,0.0,80.0,8,"['CREDITCARD', 'KEY']",M32084,abefafdc-c772-4671-86fe-fc15a42adebb,classic,-71.1442190409112,42.39522187040448
44691,{9428D5E2-DD1F-279A-E650-2305755C62B5},23,False,f834952a-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f834952a-0de8-11e7-991c-3863bb43a7d0,1695303585000,42.3722168027866,70,-71.121880710125,Harvard Kennedy School at Bennett St / Eliot St,21.0,1.0,1.0,0.0,0.0,3.0,8,"['CREDITCARD', 'KEY']",M32016,f834952a-0de8-11e7-991c-3863bb43a7d0,classic,-71.12188071003116,42.372216802817135
44692,{DF49E113-4E05-6368-9216-1DC4607289E3},23,False,f834fd36-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f834fd36-0de8-11e7-991c-3863bb43a7d0,1695303480000,42.396105,142,-71.139459,Alewife Station at Russell Field,3.0,0.0,20.0,0.0,0.0,30.0,8,"['CREDITCARD', 'KEY']",M32033,f834fd36-0de8-11e7-991c-3863bb43a7d0,classic,-71.13945899946899,42.39610499981987
44693,{9656D559-C6F0-8EB5-E515-C89F247DBD80},19,False,f8351649-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f8351649-0de8-11e7-991c-3863bb43a7d0,1695302695000,42.3955884571671,183,-71.142606139183,Alewife MBTA at Steel Place,15.0,1.0,3.0,0.0,0.0,41.0,8,"['CREDITCARD', 'KEY']",M32046,f8351649-0de8-11e7-991c-3863bb43a7d0,classic,-71.14260613935764,42.395588457191984
44694,{F0F1101F-F6ED-C3FD-9CB0-02BFE74C26DB},19,False,5bc7cba9-f0b0-442d-932c-e8c7927d87ce,True,1.0,1.0,5bc7cba9-f0b0-442d-932c-e8c7927d87ce,1695303594000,42.368605242482,386,-71.0993018560566,Sennott Park Broadway at Norfolk Street,1.0,1.0,17.0,0.0,0.0,59.0,8,"['CREDITCARD', 'KEY']",M32063,5bc7cba9-f0b0-442d-932c-e8c7927d87ce,classic,-71.09930185579744,42.368605242132176
44695,{DEC348D6-53CA-9004-FCD8-0A6EE8E9B639},23,False,8347c34d-68df-404b-ac58-7a387cc3ce4b,True,1.0,1.0,8347c34d-68df-404b-ac58-7a387cc3ce4b,1695302359000,42.3979081736833,414,-71.1479713081462,Discovery Park - 30 Acorn Park Drive,12.0,0.0,11.0,0.0,0.0,62.0,8,"['CREDITCARD', 'KEY']",M32066,8347c34d-68df-404b-ac58-7a387cc3ce4b,classic,-71.14797130836148,42.39790817385978
44696,{75305E6F-D908-A43D-3C4C-49A7900C35D6},19,False,2d32e355-faee-407b-9bb7-45d80ffb059a,True,1.0,1.0,2d32e355-faee-407b-9bb7-45d80ffb059a,1695302189000,42.3630454962669,583,-71.0828707891687,Broad Canal Way at Third Street,18.0,1.0,0.0,0.0,0.0,78.0,8,"['CREDITCARD', 'KEY']",M32082,2d32e355-faee-407b-9bb7-45d80ffb059a,classic,-71.0828707886391,42.36304549644447
44697,{521D0814-4A6F-CB6F-BDB6-D7E878FF0929},15,False,800bde2c-51df-497c-ac2d-bc3a8c00c164,True,1.0,1.0,800bde2c-51df-497c-ac2d-bc3a8c00c164,1695303198000,42.3743392537052,603,-71.1196643114636,Church St,8.0,0.0,7.0,0.0,0.0,83.0,8,"['CREDITCARD', 'KEY']",M32087,800bde2c-51df-497c-ac2d-bc3a8c00c164,classic,-71.11966431096958,42.37433925443297
44698,{0ED75D0F-11B8-0495-C773-C5476AF51C6C},19,False,f83497b9-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f83497b9-0de8-11e7-991c-3863bb43a7d0,1695303608000,42.373268,74,-71.118579,Harvard Square at Mass Ave/ Dunster,18.0,0.0,1.0,0.0,0.0,6.0,8,"['CREDITCARD', 'KEY']",M32018,f83497b9-0de8-11e7-991c-3863bb43a7d0,classic,-71.11857900039742,42.37326799998085
44699,{96DA6807-B1FF-E805-8108-82CA910BC85B},19,False,f834b652-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f834b652-0de8-11e7-991c-3863bb43a7d0,1695303589000,42.380287,104,-71.125107,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,12.0,2.0,5.0,0.0,0.0,18.0,8,"['CREDITCARD', 'KEY']",M32024,f834b652-0de8-11e7-991c-3863bb43a7d0,classic,-71.12510700027016,42.38028700043333
44700,{F75B3976-8061-BAD5-1238-FBF997B1AE3B},23,False,f834cf45-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f834cf45-0de8-11e7-991c-3863bb43a7d0,1695302211000,42.370803,116,-71.104412,359 Broadway - Broadway at Fayette Street,0.0,0.0,22.0,1.0,0.0,24.0,8,"['CREDITCARD', 'KEY']",M32026,f834cf45-0de8-11e7-991c-3863bb43a7d0,classic,-71.10441199939406,42.37080300005729
44701,{99702D57-093B-D47A-B95C-35B078D0D01D},19,False,f835141c-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f835141c-0de8-11e7-991c-3863bb43a7d0,1695303616000,42.3595732010904,178,-71.1012947559357,MIT Pacific St at Purrington St,2.0,1.0,16.0,0.0,0.0,36.0,8,"['CREDITCARD', 'KEY']",M32041,f835141c-0de8-11e7-991c-3863bb43a7d0,classic,-71.10129475582934,42.359573201316586
44702,{587A5819-5BE7-3AB1-865B-8633714B6963},53,False,f8351490-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f8351490-0de8-11e7-991c-3863bb43a7d0,1695303574000,42.3556012132793,179,-71.1039447784424,MIT Vassar St,5.0,0.0,48.0,0.0,0.0,37.0,8,"['CREDITCARD', 'KEY']",M32042,f8351490-0de8-11e7-991c-3863bb43a7d0,classic,-71.10394477826955,42.355601213069654
44703,{44844EDB-9CE1-97A1-6AE4-BA84354F4B83},19,False,f83514f9-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f83514f9-0de8-11e7-991c-3863bb43a7d0,1695303526000,42.3747862870638,180,-71.1332023143768,Mt Auburn,8.0,0.0,11.0,0.0,0.0,38.0,8,"['CREDITCARD', 'KEY']",M32043,f83514f9-0de8-11e7-991c-3863bb43a7d0,classic,-71.13320231369643,42.374786287286746
44704,{4BC8BEDB-571D-EE41-6008-BCF766FBC30B},25,False,2104f242-2dde-4ec0-8197-4454b1021ac1,True,1.0,1.0,2104f242-2dde-4ec0-8197-4454b1021ac1,1695302580000,42.3742671352493,381,-71.100264787674,Inman Square at Springfield St.,0.0,2.0,23.0,0.0,0.0,58.0,8,"['CREDITCARD', 'KEY']",M32062,2104f242-2dde-4ec0-8197-4454b1021ac1,classic,-71.10026478762698,42.374267134877144
44705,{62C68826-5281-B0F7-3305-9105401248E4},27,False,f1cafe36-f800-41f6-b74d-73953cb6394c,True,1.0,1.0,f1cafe36-f800-41f6-b74d-73953cb6394c,1695302781000,42.3605417414061,471,-71.0866981744766,MIT Carleton St at Amherst St,26.0,1.0,0.0,0.0,0.0,66.0,8,"['CREDITCARD', 'KEY']",M32070,f1cafe36-f800-41f6-b74d-73953cb6394c,classic,-71.08669817410647,42.360541741180775
44706,{E66F4F95-5DCA-1E81-E793-B8617C2A83DA},15,False,f834a1de-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f834a1de-0de8-11e7-991c-3863bb43a7d0,1695303565000,42.3670740714909,84,-71.0767927765846,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,4.0,1.0,9.0,1.0,0.0,10.0,8,"['CREDITCARD', 'KEY']",M32019,f834a1de-0de8-11e7-991c-3863bb43a7d0,classic,-71.07679277686272,42.36707407116478
44707,{EB58BBF7-C770-0918-A2FC-5547D1665E5B},19,False,f834a7d1-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f834a7d1-0de8-11e7-991c-3863bb43a7d0,1695302706000,42.366277,91,-71.09169,One Kendall Square at Hampshire St / Portland St,19.0,0.0,0.0,0.0,0.0,14.0,8,"['CREDITCARD', 'KEY']",M32002,f834a7d1-0de8-11e7-991c-3863bb43a7d0,classic,-71.09169000049454,42.366277000237325
44708,{76A7D292-E1DE-6BD2-71BE-9E1CA22B347E},19,False,f834ff5a-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f834ff5a-0de8-11e7-991c-3863bb43a7d0,1695303553000,42.392766,145,-71.129042,Rindge Avenue - O'Neill Library,7.0,1.0,11.0,0.0,0.0,33.0,8,"['CREDITCARD', 'KEY']",M32036,f834ff5a-0de8-11e7-991c-3863bb43a7d0,classic,-71.12904200052147,42.39276599964862
44709,{6CF126C9-35B2-7247-76E0-763447315E47},15,False,f8351336-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f8351336-0de8-11e7-991c-3863bb43a7d0,1695302540000,42.3867480204506,176,-71.1190187931061,Lesley University,5.0,1.0,9.0,0.0,0.0,34.0,8,"['CREDITCARD', 'KEY']",M32039,f8351336-0de8-11e7-991c-3863bb43a7d0,classic,-71.11901879327131,42.38674802032763
44710,{7FBFD116-2701-D677-C96F-3FED1E8B9A29},19,False,f83513a7-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f83513a7-0de8-11e7-991c-3863bb43a7d0,1695303599000,42.3626477911859,177,-71.1000609397888,University Park,2.0,2.0,15.0,0.0,0.0,35.0,8,"['CREDITCARD', 'KEY']",M32040,f83513a7-0de8-11e7-991c-3863bb43a7d0,classic,-71.10006094042967,42.362647791032025
44711,{E7206142-2B0E-B8EB-5F73-3C04F65C1BCB},19,False,f8351569-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f8351569-0de8-11e7-991c-3863bb43a7d0,1695303334000,42.3816506129012,181,-71.1342698149838,Huron Ave At Vassal Lane,6.0,0.0,13.0,0.0,0.0,39.0,8,"['CREDITCARD', 'KEY']",M32044,f8351569-0de8-11e7-991c-3863bb43a7d0,classic,-71.13426981448319,42.381650613103886
44712,{10AC3FD2-F89E-5719-66E9-0A27F905430E},23,False,f8349672-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f8349672-0de8-11e7-991c-3863bb43a7d0,1695303587000,42.3622417865092,72,-71.0831107199192,One Broadway / Kendall Sq at Main St / 3rd St,18.0,0.0,5.0,0.0,0.0,4.0,8,"['CREDITCARD', 'KEY']",M32003,f8349672-0de8-11e7-991c-3863bb43a7d0,classic,-71.08311071977744,42.36224178740414
44713,{246532C1-C09A-440C-AA7A-1EC8C1003F4F},21,False,f834b101-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f834b101-0de8-11e7-991c-3863bb43a7d0,1695303140000,42.3692390748592,97,-71.1168703436852,Harvard University River Houses at DeWolfe St / Cowperthwaite St,0.0,0.0,21.0,0.0,0.0,17.0,8,"['CREDITCARD', 'KEY']",M32038,f834b101-0de8-11e7-991c-3863bb43a7d0,classic,-71.11687034392831,42.36923907501683
44714,{C877F971-BCFA-0744-81E6-4235FC6422E9},19,False,f83516b8-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f83516b8-0de8-11e7-991c-3863bb43a7d0,1695303592000,42.357753094652,184,-71.1039340496063,Sidney Research Campus/Erie Street at Waverly,7.0,2.0,10.0,0.0,0.0,42.0,8,"['CREDITCARD', 'KEY']",M32047,f83516b8-0de8-11e7-991c-3863bb43a7d0,classic,-71.10393404956247,42.35775309501958
44715,{92F833DC-AB6D-45DA-129D-6CE61FCC2AFD},18,False,dd05a440-f881-410c-a071-864da11c634a,True,1.0,1.0,dd05a440-f881-410c-a071-864da11c634a,1695303393000,42.3636929,318,-71.0875672,Ames St at Broadway,18.0,0.0,0.0,0.0,0.0,50.0,8,"['CREDITCARD', 'KEY']",M32059,dd05a440-f881-410c-a071-864da11c634a,classic,-71.08756719971343,42.36369289971283
44716,{3B17090F-E61C-D9E7-9D2A-95152DF43F74},16,False,bd3d4824-7203-4edc-a314-cea2b413e886,True,1.0,1.0,bd3d4824-7203-4edc-a314-cea2b413e886,1695301725000,42.3936,319,-71.143941,84 Cambridgepark Dr,4.0,0.0,12.0,0.0,0.0,51.0,8,"['CREDITCARD', 'KEY']",M32058,bd3d4824-7203-4edc-a314-cea2b413e886,classic,-71.14394100057028,42.39360000015251
44717,{AD7940D9-315B-7C26-6505-4191E94EEF45},27,False,533620e8-00ff-494a-b288-bd67602bc98e,True,1.0,1.0,533620e8-00ff-494a-b288-bd67602bc98e,1695302031000,42.360859373533,472,-71.0855185800756,MIT Hayward St at Amherst St,27.0,0.0,0.0,0.0,0.0,67.0,8,"['CREDITCARD', 'KEY']",M32071,533620e8-00ff-494a-b288-bd67602bc98e,classic,-71.08551857972138,42.36085937372212
44718,{7068C4BD-5784-E3D8-A368-F5D6BF486CF3},19,False,00802fe6-4268-4dc8-8f55-0dbbc1665ce6,True,1.0,1.0,00802fe6-4268-4dc8-8f55-0dbbc1665ce6,1695302854000,42.3689518054073,515,-71.1099877953529,955 Mass Ave,0.0,1.0,18.0,0.0,0.0,69.0,8,"['CREDITCARD', 'KEY']",M32073,00802fe6-4268-4dc8-8f55-0dbbc1665ce6,classic,-71.10998779557421,42.368951805316414
44719,{3FE8BC2E-C6D4-80E7-782E-CB5A061E4F59},19,False,940638c5-7cd0-4a11-899e-86af3868d400,True,1.0,1.0,940638c5-7cd0-4a11-899e-86af3868d400,1695300994000,42.390719,532,-71.1538877,Concord Ave at Spinelli Place,11.0,0.0,8.0,0.0,0.0,70.0,8,"['CREDITCARD', 'KEY']",M32074,940638c5-7cd0-4a11-899e-86af3868d400,classic,-71.15388769966643,42.39071899956777
44720,{E672B7FF-75EB-344E-0E96-CC22666C1AA9},19,False,dcd76e42-eebc-4432-9726-cdb3372b0b07,True,1.0,1.0,dcd76e42-eebc-4432-9726-cdb3372b0b07,1695303610000,42.3664204,557,-71.0885418,Galileo Galilei Way at Fulkerson St/Binney St,18.0,0.0,0.0,1.0,0.0,74.0,8,"['CREDITCARD', 'KEY']",M32078,dcd76e42-eebc-4432-9726-cdb3372b0b07,classic,-71.0885417997685,42.366420400412025
44721,{3896A10F-DD4D-AAB7-24B3-E29C6D08D5B2},15,False,f8349824-0de8-11e7-991c-3863bb43a7d0,True,1.0,1.0,f8349824-0de8-11e7-991c-3863bb43a7d0,1695303054000,42.3634646930435,75,-71.1005732417107,Lafayette Square at Mass Ave / Main St / Columbia St,0.0,0.0,15.0,0.0,0.0,7.0,8,"['CREDITCARD', 'KEY']",M32009,f8349824-0de8-11e7-991c-3863bb43a7d0,classic,-71.10057324154585,42.36346469268274
